player_id,player_name,player_position,player_age,player_avg_yellow_cards,player_avg_red_cards,player_avg_fouls
728,"Darren Randolph",Goalkeeper,35,0,0,0
729,Raphinha,Forward,25,5,0,26.5
730,"Marcus Rashford",Forward,24,3,0.25,21.25
731,"Milot Rashica",Midfielder,26,0,0,23
732,"David Raya",Goalkeeper,27,1,0,1
733,"Nathan Redmond",Midfielder,28,1.5,0,24.75
734,"Sergio Reguilón",Defender,25,4.5,0,24
737,"Ricardo Pereira",Defender,29,3.5,0,27.5
738,"Declan Rice",Midfielder,23,5,0,26.75
739,"Taylor Richards",Midfielder,21,0,0,1
740,"Lewis Richardson",Forward,19,0,0,0
741,Richarlison,Forward,25,6.5,0.5,36
742,"Jairo Riedewald",Defender,26,1.33333,0,8.33333
743,"Matt Ritchie",Midfielder,33,5,0,26.5
744,"Robbie Brady",Midfielder,30,2.33333,0.333333,13.6667
745,"Roberto Firmino",Forward,31,1.25,0,24
747,"Andrew Robertson",Defender,28,3.25,0.25,19.5
748,"Joe Rodon",Defender,24,0,0,1
749,Rodri,Midfielder,26,6.33333,0,43.3333
750,Rodrigo,Forward,31,6,0,20
751,"Jay Rodríguez",Forward,33,2.33333,0,29.3333
752,"Mads Roerslev",Defender,23,1,0,18
755,"Oriol Romeu",Midfielder,31,7.75,0,40.25
757,"Salomón Rondón",Forward,33,2,0.5,17
758,"Danny Rose",Defender,32,5.33333,0,20.3333
760,"Rúben Dias",Defender,25,4.5,0,24
761,"Rúben Neves",Midfielder,25,8.5,0,34.25
762,"Rúben Vinagre",Defender,23,0.666667,0,7
763,"John Ruddy",Goalkeeper,35,0,0,0
764,"Antonio Rüdiger",Defender,29,4.75,0,24.5
765,"Rui Patrício",Goalkeeper,34,0.333333,0,0
766,"Rúnar Rúnarsson",Goalkeeper,27,0,0,0
767,"Lukas Rupp",Midfielder,31,0.5,0,8.5
768,"Mathew Ryan",Goalkeeper,30,1,0,0.666667
769,"Allan Saint-Maximin",Forward,25,2,0,16.6667
770,"Romain Saïss",Defender,32,6.25,0.25,32.25
772,"Bukayo Saka",Midfielder,21,3.25,0,22.25
773,"Mamadou Sakho",Defender,32,1,0.333333,3.33333
775,"Mohammed Salisu",Defender,23,4.5,0.5,24
776,"Sam Byram",Defender,29,3.5,0,14
777,"Mbwana Samatta",Forward,29,1,0,9
778,"Albert Sambi Lokonga",Midfielder,22,5,0,12
779,Samir,Defender,27,4,0,17
780,"Robert Sánchez",Goalkeeper,24,3,0.5,1.5
781,"Jadon Sancho",Forward,22,0,0,4
784,"Morgan Sanson",Midfielder,28,1.5,0,4.5
785,"Joshua Sargent",Forward,22,1,0,9
787,"Jeremy Sarmiento",Forward,20,0,0,0
788,"Malang Sarr",Defender,23,2,0,8
790,"Dane Scarlett",Forward,18,0,0,0
791,"Fabian Schär",Defender,30,6.25,0.25,25.75
793,"Jeffrey Schlupp",Midfielder,29,1.75,0,23.25
794,"Kasper Schmeichel",Goalkeeper,35,1.75,0,0
795,"Sean Longstaff",Midfielder,24,1.75,0.25,15
796,"Ken Sema",Midfielder,29,1,0,14
797,"Ryan Sessegnon",Midfielder,22,0.666667,0,14.3333
799,"Jamie Shackleton",Midfielder,23,2,0,8
800,"Xherdan Shaqiri",Midfielder,31,1.33333,0,7
802,"Luke Shaw",Defender,27,8.5,0,34.75
803,"Jonjo Shelvey",Midfielder,30,4,0.25,21
805,"Shola Shoretire",Forward,18,0,0,0
806,"Sidnei Tavares",Midfielder,21,0,0,1
807,"Francisco Sierralta",Defender,25,0,0,4
808,"Gylfi Sigurdsson",Midfielder,33,2.66667,0,29.6667
811,"Ellis Simms",Forward,21,0,0,0
816,"Moussa Sissoko",Midfielder,33,4.5,0,31.25
818,"Oliver Skipp",Midfielder,22,2,0,7
821,"William Smallbone",Midfielder,22,0,0,2.33333
823,"Emile Smith Rowe",Midfielder,22,0.333333,0,3.33333
825,"Son Heung-Min",Forward,30,1,0.5,14.25
829,"Tomás Soucek",Midfielder,27,3.33333,0.333333,39.6667
830,"Boubakary Soumaré",Midfielder,23,0,0,16
832,"Çaglar Söyüncü",Defender,26,3,0.25,20.25
833,"Jason Steele",Goalkeeper,32,0,0,0
834,"Jed Steer",Goalkeeper,30,0,0,0
835,"Zack Steffen",Goalkeeper,27,0,0,0.5
836,"Dale Stephens",Midfielder,33,4,0.25,24.75
838,"Finley Stevens",Defender,19,0,0,0
840,"Marco Stiepermann",Forward,31,6,0,22
842,"John Stones",Defender,28,0.25,0.25,5.25
845,"Pascal Struijk",Defender,23,4.5,0.5,25.5
846,"Isaac Success",Forward,26,2.5,0,13
848,"Crysencio Summerville",Midfielder,20,0,0,1
851,"Jacob Sørensen",Midfielder,24,0,0,7
853,"Japhet Tanganga",Defender,23,1.66667,0.333333,12.6667
854,"Matt Targett",Defender,27,4,0,21.25
855,"James Tarkowski",Defender,29,8.75,0,35.25
856,"Percy Tau",Forward,28,0,0,0
857,"Neil Taylor",Defender,33,1.5,0,4.5
858,"Allan Tchaptchet",Defender,20,0,0,0
860,"Nathan Tella",Midfielder,23,1.33333,0,11
861,Thiago,Midfielder,31,3,0,33.5
862,"Thiago Silva",Defender,38,2.5,0.5,12.5
864,"Dominic Thompson",Defender,22,0,0,1
865,"Youri Tielemans",Midfielder,25,3.25,0,27.75
866,"Kieran Tierney",Defender,25,2,0,9
867,"Tim Krul",Goalkeeper,34,2.5,0,0.5
869,"Takehiro Tomiyasu",Defender,23,2,0,16
870,"James Tomkins",Defender,33,3.5,0,10
872,"Fikayo Tomori",Defender,24,1.5,0,4
873,"Ivan Toney",Forward,26,8,0,50
874,"Tony Springett",Midfielder,20,1,0,1
875,"Lucas Torreira",Midfielder,26,7,0.5,31
876,"Ferran Torres",Forward,22,0.5,0,8.5
877,"Cenk Tosun",Forward,31,1,0,6.5
878,Toti,Defender,23,1,0,2
879,"Andros Townsend",Midfielder,31,1,0,14.25
881,"Bertrand Traoré",Forward,27,0.5,0,15.5
882,Trézéguet,Midfielder,28,0.666667,0.333333,24.6667
883,Trincão,Forward,22,0,0,13
884,"Kieran Trippier",Defender,32,1,0,11.5
885,"William Troost-Ekong",Defender,29,3,0,13
886,"Leandro Trossard",Forward,27,1.33333,0,21.6667
889,"Tom Trybull",Midfielder,29,2,0,26
890,"Konstantinos Tsimikas",Defender,26,1.5,0,10.5
892,"Axel Tuanzebe",Defender,24,1,0,4
893,"Ozan Tufan",Midfielder,27,0,0,9
896,"Christos Tzolis",Forward,20,0,0,2
899,"Cengiz Ünder",Forward,25,0,0,1
902,"Yan Valery",Defender,23,1,0.25,9.5
903,"Patrick van Aanholt",Defender,32,1.66667,0,10.6667
904,"Donny van de Beek",Midfielder,25,1,0,7
906,"Virgil van Dijk",Defender,31,1.5,0,10.25
909,"Raphaël Varane",Defender,29,0,0,5
910,"Jamie Vardy",Forward,35,2,0.25,19.5
911,"Indiana Vassilev",Midfielder,21,0,0,0
912,"Joël Veltman",Defender,30,4.5,0,36.5
913,"Jannik Vestergaard",Defender,30,2.5,0.25,12.25
914,Vitinha,Midfielder,22,0,0,8
915,"Nikola Vlasic",Midfielder,25,0,0,8
916,"Jake Vokins",Defender,22,0,0,1
917,"Mario Vrancic",Midfielder,33,3,0,13
918,"Matej Vydra",Midfielder,30,0.5,0,5.75
919,"Theo Walcott",Forward,33,0.5,0,8.25
921,"Kyle Walker-Peters",Defender,25,2.75,0,17.75
924,"Aaron Wan-Bissaka",Defender,24,4.25,0.25,22.5
926,"Joel Ward",Defender,32,4.5,0,21.5
927,"James Ward-Prowse",Midfielder,27,5.25,0.25,36.5
928,"Ollie Watkins",Forward,26,4.5,0.5,40
929,"Caleb Watts",Midfielder,20,1,0,0
930,"Adam Webster",Defender,27,4.33333,0,17.6667
931,"Wout Weghorst",Forward,30,3,0,30
933,"Danny Welbeck",Forward,31,0,0,12
936,"Timo Werner",Forward,26,1.5,0,19.5
937,Wesley,Forward,25,1,0,14.6667
938,"Ashley Westwood",Midfielder,32,7,0,31.75
940,"Ben White",Defender,25,3,0.5,24.5
942,"Connor Wickham",Forward,29,0,0,3.5
943,"Georginio Wijnaldum",Midfielder,31,1.33333,0,16
945,Willian,Forward,34,2,0,11.3333
946,"Willian José",Forward,30,0,0,8
947,"Joe Willock",Midfielder,23,0.75,0,14.75
948,"Ben Wilmot",Defender,22,0,0,0
949,"Harry Wilson",Midfielder,25,2,0,12
951,"Harry Winks",Midfielder,26,5,0,15.5
952,"Yoane Wissa",Midfielder,26,0,0,8
954,"Chris Wood",Forward,30,1,0,32.75
957,"Xande Silva",Forward,25,0,0,0
958,"Granit Xhaka",Midfielder,30,9.25,0.5,42.25
961,"Andrii Yarmolenko",Forward,32,2,0,8.25
963,"Nathan Young-Coombes",Forward,19,0,0,1
964,"Wilfried Zaha",Forward,29,5.75,0.5,40.25
966,Zanka,Defender,32,4,0,21.5
967,"Davide Zappacosta",Defender,30,0,0,2
968,"Andi Zeqiri",Forward,23,0,0,2
971,"Christoph Zimmermann",Defender,29,1.5,0,5
972,"Oleksandr Zinchenko",Midfielder,25,0.25,0.25,12
974,"Hakim Ziyech",Midfielder,29,3,0,21.5
975,"Kurt Zouma",Defender,27,3.25,0.25,19.5
977,"Martin Ødegaard",Midfielder,23,2,0,14
979,"Tosin Adarabioyo",Defender,25,1,0,16
981,"Adrien Silva",Midfielder,33,0,0,0
983,"Ahmed Hegazy",Defender,31,0,0,0
984,"Semi Ajayi",Defender,28,3,1,28
985,"Albian Ajeti",Forward,25,0,0,6
989,"Elliot Anderson",Midfielder,19,0,0,0
990,"Harry Arter",Midfielder,32,10,0,25
992,"Leighton Baines",Defender,37,0,0,1.5
993,"George Baldock",Defender,29,7,0,46.5
997,"Kyle Bartley",Defender,31,4,0,30
998,"Chris Basham",Defender,34,4.5,0,25.5
1000,"Ryan Bennett",Defender,32,7,0,22
1001,"Nabil Bentaleb",Midfielder,27,2,0,19
1002,"Sander Berge",Midfielder,24,2,0,16
1004,"Jayden Bogle",Defender,22,2,0,15
1008,"Sofiane Boufal",Midfielder,29,2,0,25
1010,"Claudio Bravo",Goalkeeper,39,0,0,0
1011,"Rhian Brewster",Forward,22,1,0,18
1014,"Joe Bryan",Defender,29,3.5,0,17.5
1016,"Oliver Burke",Forward,25,2,0,23
1018,"David Button",Goalkeeper,33,0,0,0
1019,"Oskar Buur",Defender,24,0,0,0
1020,"Tom Cairney",Midfielder,31,1,0,6.5
1023,"Cyrus Christie",Defender,30,7,0,29
1024,"Leon Clarke",Forward,37,0,0,0
1028,"Kevin Danso",Defender,24,0,1,4
1029,"Bobby De Cordova-Reid",Forward,29,3.5,0,21.5
1031,"Fousseni Diabaté",Midfielder,26,0,0,0
1033,"Mbaye Diagne",Forward,30,2,0,17
1035,"Grady Diangana",Midfielder,24,0,0,7.5
1041,"Kyle Edwards",Midfielder,24,0,0,1
1042,"John Egan",Defender,29,5,1,31.5
1045,"Fábio Carvalho",Midfielder,20,0,0,4
1046,Fabri,Goalkeeper,34,0,0,0
1048,"Nathan Ferguson",Defender,22,0,0,0
1049,"Federico Fernández",Defender,33,3.5,0,11.25
1050,"Sam Field",Midfielder,24,0,0,2
1051,"John Fleck",Midfielder,31,6,0,29
1053,"Timothy Fosu-Mensah",Defender,24,1.66667,0,4.33333
1054,"Juan Foyth",Defender,24,2,0.5,9
1055,"Tyrese Francois",Midfielder,22,0,0,0
1056,"Luke Freeman",Midfielder,30,2,0,6
1057,"Darnell Furlong",Defender,26,5,0,34
1060,"Paulo Gazzaniga",Goalkeeper,30,0.5,0,0.5
1061,"Gedson Fernandes",Midfielder,23,0,0,0
1062,"Kieran Gibbs",Defender,33,1,1,6
1068,"Kamil Grosicki",Midfielder,34,0,0,1
1070,"Antwoine Hackford",Forward,18,0,0,0
1071,"Sébastien Haller",Forward,28,0.5,0,35
1074,"Rekeem Harper",Midfielder,22,0,0,1
1077,"Michael Hector",Defender,30,2,0,5
1078,"George Hirst",Forward,23,0,0,0
1081,"Odion Ighalo",Forward,33,0,0,0.5
1083,"Ivan Cavaleiro",Forward,28,1.5,0,21.5
1084,"Branislav Ivanovic",Defender,38,2,0,11
1085,"Phil Jagielka",Defender,40,0.333333,0.666667,3.66667
1087,"Daniel Jebbison",Forward,19,0,0,6
1089,"Roberto Jiménez",Goalkeeper,36,0,0,0
1090,"Stefan Johansen",Midfielder,31,4,0,6
1092,"Sam Johnstone",Goalkeeper,29,1,0,1
1093,Jota,Midfielder,31,0,0,6
1094,"Aboubakar Kamara",Forward,27,1.5,0.5,16.5
1095,"Beram Kayal",Midfielder,34,4,0,18
1096,"Neeskens Kebano",Midfielder,30,0,0,1.5
1098,"Anthony Knockaert",Midfielder,30,4,1,22
1099,"Terence Kongolo",Defender,28,2,0,10.5
1100,"Filip Krovinovic",Midfielder,27,0,0,5
1103,"Valentino Lazaro",Defender,26,0,1,3
1104,"Maxime Le Marchand",Defender,32,3.5,0,15.5
1107,"Jake Livermore",Midfielder,32,2,1,30
1110,"Dejan Lovren",Defender,33,1,0,3.5
1111,"Max Lowe",Defender,25,1,0,10
1113,"John Lundstram",Midfielder,28,6.5,0.5,25.5
1118,"Josh Maja",Forward,23,0,0,8
1120,"David Martin",Goalkeeper,36,1,0,0
1121,"Matheus Pereira",Midfielder,26,2,1,34
1122,"Alfie Mawson",Defender,28,2,0,6
1123,"Oliver McBurnie",Forward,26,3,0,26
1125,"Kevin McDonald",Midfielder,33,4,1,12
1127,"David McGoldrick",Forward,34,4.5,0,37.5
1131,"Max Meyer",Midfielder,27,2,0,8
1134,"Aleksandar Mitrovic",Forward,28,5,0,41.5
1135,"Henrikh Mkhitaryan",Midfielder,33,1,0,14.5
1136,"Martín Montoya",Defender,31,4.5,0,28
1137,"Simon Moore",Goalkeeper,32,0,0,0
1138,"Aaron Mooy",Midfielder,32,2.5,0.5,19.5
1139,"Lys Mousset",Forward,26,0.666667,0,12.6667
1141,"Shkodran Mustafi",Defender,30,3.66667,0,19
1142,"Iliman Ndiaye",Midfielder,22,0,0,0
1145,"Oliver Norwood",Midfielder,31,7,0,29
1146,"Jack O'Connell",Defender,28,2,0,11
1149,"Dara O'Shea",Defender,23,3,0,13
1150,"Denis Odoi",Defender,34,2.5,0,22
1152,"Ola Aina",Defender,26,3,0,32
1154,"Josh Onomah",Midfielder,25,1,0,12
1156,"Ben Osborn",Midfielder,28,0.5,0,9.5
1158,"Nicolás Otamendi",Defender,34,2,0,14.5
1159,"Mesut Özil",Midfielder,33,1.5,0,12
1160,"Sokratis Papastathopoulos",Defender,34,9,0,28
1162,Pedro,Forward,35,1.5,0,12.5
1163,"Lee Peltier",Defender,35,2.5,0,9.5
1164,"Pepe Reina",Goalkeeper,40,1,0,1
1165,"Brandon Pierrick",Forward,20,0,0,0
1168,"Tim Ream",Defender,35,0.5,0,7.5
1169,"Harrison Reed",Midfielder,27,5,0,40
1171,"Antonee Robinson",Defender,25,4,1,20
1172,"Hal Robson-Kanu",Forward,33,2,0,15
1173,"Marek Rodák",Goalkeeper,25,0,0,0
1174,"Jack Rodwell",Midfielder,31,0,0,0
1175,"Marcos Rojo",Defender,32,1.5,0,2.5
1178,"Leroy Sané",Forward,26,0.5,0,4.5
1179,"Romaine Sawyers",Midfielder,30,2,0,18
1180,"Ezequiel Schelotto",Defender,33,2,0,7
1181,"Jean Michaël Seri",Midfielder,31,6,0,32
1182,"Femi Seriki",Defender,20,0,0,0
1184,"Billy Sharp",Forward,36,1,0.5,17
1187,"Djibril Sidibé",Defender,30,3,0,24
1188,"David Silva",Midfielder,36,1.5,0,23
1190,"Islam Slimani",Forward,34,0,0,0
1191,"Chris Smalling",Defender,32,1,0,22
1193,"Robert Snodgrass",Midfielder,35,5.33333,0,21.3333
1198,"Raheem Sterling",Forward,27,3.25,0,31.25
1203,"Kenny Tete",Defender,27,3,0,28
1204,"Max Thompson",Forward,20,0,0,0
1208,"Jan Vertonghen",Defender,35,2.5,0.5,8.5
1209,"Michel Vorm",Goalkeeper,38,0,0,0
1210,"Neco Williams",Defender,21,0.666667,0,2.66667
1211,"Jack Wilshere",Midfielder,30,1,0,4
1213,"DeAndre Yedlin",Defender,29,3,0.333333,17.6667
1214,"Okay Yokuslu",Midfielder,28,4,0,25
1215,"Maya Yoshida",Defender,34,0.5,0,3.5
1216,"André-Frank Zambo Anguissa",Midfielder,26,3.5,0.5,33.5
1217,"Richairo Zivkovic",Forward,26,0,0,1
1218,"Kenneth Zohore",Forward,28,1,0,13
1225,"Ibrahim Amadou",Midfielder,29,1,0,8
1226,"Luke Amos",Midfielder,25,0,0,0
1227,"Marko Arnautovic",Forward,33,3,0,30
1231,"Charlie Austin",Forward,33,0.5,0,7
1234,"Antonio Barreca",Defender,27,0,0,0
1240,"Philip Billing",Midfielder,26,7.5,0,37.5
1243,"Gaëtan Bong",Defender,34,0,0,5.5
1244,"Borja Bastón",Forward,30,0,0,0
1245,"Artur Boruc",Goalkeeper,42,2,0,0
1247,"Miguel Britos",Defender,37,0,0,3
1248,"David Brooks",Midfielder,25,2,0,9.5
1250,Bruno,Defender,42,2,0,4
1251,"Kean Bryan",Defender,25,1,0,13
1257,"Víctor Camarasa",Midfielder,28,3,0,11.5
1259,"Etienne Capoue",Midfielder,34,11,0.5,52
1262,"Petr Cech",Goalkeeper,40,0,0,0
1264,Chicharito,Forward,34,1,0,4.5
1272,"Steve Cook",Defender,31,4.5,0.5,17
1275,"Aaron Cresswell",Defender,32,3.5,0,11.25
1277,"Peter Crouch",Forward,41,1,0,3
1280,"Charlie Daniels",Defender,36,2,0,3.5
1281,Danilo,Defender,31,1,0,10
1282,"Arnaut Danjuma",Forward,25,0,0,0
1283,"Matteo Darmian",Defender,32,0,0,3
1286,"Jermain Defoe",Forward,40,0,0,0
1287,"Steven Defour",Midfielder,34,0,0,1
1288,"Mousa Dembélé",Midfielder,35,1,0,12
1290,"Leander Dendoncker",Midfielder,27,3.5,0,21.5
1292,"Gerard Deulofeu",Forward,28,3,0,20.5
1293,"Mohamed Diamé",Midfielder,35,3,0,36
1297,"Luke Dreher",Midfielder,23,0,0,0
1298,"Ondrej Duda",Midfielder,27,0,0,9
1305,"Cesc Fàbregas",Midfielder,35,1,0,1
1306,"Ralf Fährmann",Goalkeeper,34,0,0,0
1307,"Marouane Fellaini",Midfielder,34,1,0,15
1311,"Dimitri Foulquier",Defender,29,0,0,0
1312,"Simon Francis",Defender,37,2,0.5,9
1314,"Kieron Freeman",Defender,30,0,0,1
1315,"Manolo Gabbiadini",Forward,30,0,0,9
1322,"Mason Greenwood",Forward,21,0.75,0,11
1324,"Idrissa Gueye",Midfielder,33,6,0,54
1331,"Ander Herrera",Midfielder,33,4,0,21
1335,"Gonzalo Higuaín",Forward,34,0,0,6
1338,"José Holebas",Defender,38,8.5,0.5,26
1345,"Jordon Ibe",Midfielder,26,0.5,0,4
1346,"Vicente Iborra",Midfielder,34,0,0,6
1350,"Daryl Janmaat",Defender,33,2,0,10.5
1351,"Vincent Janssen",Forward,28,0,0,2
1353,"Carl Jenkinson",Defender,30,0,0,1
1359,Joselu,Forward,32,1,0,5
1366,"Lloyd Kelly",Defender,24,2,0,7
1369,"Ki Sung-Yeung",Midfielder,33,1,0,6
1373,"Jonathan Kodjia",Forward,32,1,0,1
1374,"Vincent Kompany",Defender,36,6,0,17
1375,"Laurent Koscielny",Defender,37,1,0,9
1380,"Moritz Leitner",Midfielder,29,1,0,8
1381,"Léo Bonatini",Forward,28,0,0,0
1382,"Jefferson Lerma",Midfielder,27,11.5,0.5,42.5
1383,"Stephan Lichtsteiner",Defender,38,3,0,11
1385,"Fernando Llorente",Forward,37,2,0,12
1389,"Gary Madine",Forward,32,0,0,2
1393,"Adrian Mariappa",Defender,36,3.5,0.5,19.5
1394,"Lazar Markovic",Midfielder,28,0,0,1
1404,"Nampalys Mendy",Midfielder,30,3.25,0,16
1405,"Chris Mepham",Defender,24,1,0,9
1409,"Álvaro Morata",Forward,29,3,0,19
1410,"Alberto Moreno",Defender,30,0,0,1
1411,"Ravel Morrison",Midfielder,29,0,0,1
1413,"Nacho Monreal",Defender,36,2.5,0,9
1414,"Samir Nasri",Midfielder,35,0,0,3
1417,"Oumar Niasse",Forward,32,0,0,6.5
1418,"Georges-Kévin Nkoudou",Midfielder,27,0,0,0
1427,"Pedro Obiang",Midfielder,30,0,0,13
1429,"Stefano Okaka",Forward,33,1,0,1
1430,"Shinji Okazaki",Forward,36,0,0,6
1441,"Roberto Pereyra",Midfielder,31,3.5,0,24
1442,"Nathaniel Phillips",Defender,25,2,0,20
1446,"Sebastian Prödl",Defender,35,0,0,1
1448,"Jason David Ian Puncheon",Midfielder,36,1,0,12
1450,"Rafael Camacho",Midfielder,22,0,0,0
1453,"Aaron Ramsey",Midfielder,31,0,0,21
1456,"Diego Rico",Defender,29,3.5,0,14
1457,"Callum Robinson",Forward,27,0.5,0,7
1461,"Bakary Sako",Midfielder,34,0,0,1
1462,"Ismaïla Sarr",Forward,24,1.5,0,19.5
1464,"Morgan Schneiderlin",Midfielder,32,3,0.5,19.5
1467,"Jack Simpson",Defender,25,0,0,2
1468,"Josh Sims",Midfielder,25,0,0,1
1470,"Callum Slattery",Midfielder,23,0,0,4
1471,"Dominic Solanke",Forward,25,0.5,0,8.5
1472,"Pape Souaré",Defender,32,0,0,0
1474,"Julian Speroni",Goalkeeper,43,0,0,0
1475,"Dennis Srbeny",Forward,28,0,0,1
1476,"Jack Stacey",Defender,26,2,0,10
1477,"Junior Stanislas",Midfielder,32,1,0,5.5
1481,"Enda Stevens",Defender,32,6.5,0,36
1482,"Daniel Sturridge",Forward,33,1,0,5
1483,"Denis Suárez",Midfielder,28,0,0,0
1484,"Andrew Surman",Midfielder,36,1.5,0,4
1485,"Sam Surridge",Forward,24,0,0,1
1487,"Alexander Sørloth",Forward,26,0,0,4
1489,"Alexander Tettey",Midfielder,36,5,0,21
1492,"Adama Traoré",Forward,26,1.5,0,27.75
1493,"Mark Travers",Goalkeeper,23,0,0,0
1497,"Antonio Valencia",Defender,37,2,0,7
1498,"Jesús Vallejo",Defender,25,1,0,2
1499,"Sam Vokes",Forward,32,0,0,14
1500,"Kyle Walker",Defender,32,2.5,0,18.5
1502,"Victor Wanyama",Midfielder,31,1.5,0,5.5
1503,"Stephen Ward",Defender,37,1,0,2
1506,"Kelland Watts",Defender,22,0,0,0
1510,"Jetro Willems",Defender,28,0,0,10
1512,"Callum Wilson",Forward,30,4.75,0,40.75
1514,"Ashley Young",Defender,37,5,0.333333,22.3333
1515,"Pablo Zabaleta",Defender,37,3,0,12
1522,"Floyd Ayité",Midfielder,33,0,0,6
1523,"Ryan Babel",Forward,35,3,0,14
1524,"Leandro Bacuna",Midfielder,31,2,0,13
1526,"Leon Balogun",Defender,34,2,0,5
1527,"Sol Bamba",Defender,37,7,0,35
1529,"Joe Bennett",Defender,32,5,0,20
1546,"Chris Löwe",Defender,33,2,0,14
1547,"Ibrahima Cissé",Midfielder,28,0,0,1
1552,"Loïc Damour",Midfielder,31,0,0,1
1553,"Steven Davis",Midfielder,37,0,0,2
1556,"Laurent Depoitre",Forward,33,1,0,19
1558,"Adama Diakhaby",Forward,26,1,0,7
1563,"Demeaco Duhaney",Defender,23,0,0,0
1565,"Erik Durm",Defender,30,0,0,13
1567,"Bruno Ecuele Manga",Defender,34,0,0,15
1571,"Neil Etheridge",Goalkeeper,32,2,0,0
1578,"Sam Gallagher",Forward,27,0,0,4
1583,"Anthony Gordon",Forward,21,1.33333,0,11.6667
1584,"Jon Gorenc Stankovic",Defender,26,2,0,9
1588,"Karlan Grant",Forward,25,0.5,0,8.5
1590,"Greg Cunningham",Defender,31,3,0,8
1591,"Aron Gunnarsson",Midfielder,33,5,0,26
1592,"Florent Hadergjonaj",Defender,28,1,0,11
1595,"Ben Hamer",Goalkeeper,34,0,0,0
1596,"Kadeem Harris",Midfielder,29,1,0,4
1597,"Isaac Hayden",Midfielder,27,5,0.5,27.25
1598,"Eden Hazard",Forward,31,2,0,12
1599,"Rhys Healey",Forward,27,0,0,1
1601,"Jordan Henderson",Midfielder,32,1.5,0.25,22
1605,"Jonathan Hogg",Midfielder,33,8,1,58
1606,"Junior Hoilett",Midfielder,32,4,0,35
1614,"Emerson Hyndman",Midfielder,26,0,0,0
1619,"Matty James",Midfielder,31,0,0,0
1625,"Juninho Bacuna",Midfielder,25,4,0,33
1626,"Elias Kachunga",Forward,30,2,0,24
1647,"Isaac Mbenza",Forward,26,1,0,8
1650,"Nathaniel Mendez-Laing",Midfielder,30,0,0,7
1655,"Sean Morrison",Defender,31,6,0,32
1656,"Steve Mounié",Forward,28,1,1,32
1658,"Josh Murphy",Midfielder,27,2,0,14
1664,"Håvard Nordtveit",Defender,32,0,0,5
1674,"Callum Paterson",Forward,27,4,0,41
1677,"Lucas Pérez",Forward,34,0,0,5
1680,"Alex Pritchard",Midfielder,29,2,0,13
1681,"Collin Quaner",Forward,31,0,0,2
1683,"Joe Ralls",Midfielder,28,4,1,29
1684,"Ramadan Sobhi",Midfielder,25,0,0,0
1686,"Jazz Richards",Defender,31,0,0,0
1687,"Patrick Roberts",Midfielder,25,0,0,1
1690,"Aaron Rowe",Midfielder,22,0,0,2
1692,"Abdelhamid Sabiri",Midfielder,25,0,0,0
1697,"Christopher Schindler",Defender,32,4,1,26
1699,"André Schürrle",Midfielder,31,2,0,17
1705,"Adam Smith",Defender,31,6,0.5,21.5
1720,"Rajiv van La Parra",Midfielder,31,0,0,4
1721,"Luciano Vietto",Forward,28,1,0,13
